id,summary,details,modified,published,package_name,package_ecosystem,package_repo,git_introduced,git_fixed
GO-2022-0379,Type confusion in github.com/docker/distribution,"Systems that rely on digest equivalence for image attestations may be vulnerable to type confusion.

A maliciously crafted OCI Container Image can cause registry clients to parse the same image in two different ways without modifying the image's digest, invalidating the common pattern of relying on container image digests for equivalence.

This problem has been addressed in newer versions by improving validation in manifest unmarshalling.",0001-01-01T00:00:00Z,2022-07-29T20:00:03Z,github.com/docker/distribution,Go,,,
GO-2021-0066,Sensitive information leak via log file in k8s.io/kubernetes,Attempting to read a malformed .dockercfg may cause secrets to be inappropriately logged.,0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,k8s.io/kubernetes,Go,,,
GO-2022-0945,Signature validation bypass in gopkg.in/square/go-jose.v1,"The go-jose library suffers from multiple signatures exploitation. When validating a signed message, the API did not indicate which signature was valid, which creates the potential for confusion.",0001-01-01T00:00:00Z,2022-08-22T17:59:45Z,gopkg.in/square/go-jose.v1,Go,,,
GO-2022-0470,No access control in github.com/blevesearch/bleve and bleve/v2,"HTTP handlers provide unauthenticated access to the local filesystem.

The Bleve http package is intended for demonstration purposes and contains no authentication, authorization, or validation of user inputs. Exposing handlers from this package can permit attackers to create files and delete directories.",0001-01-01T00:00:00Z,2022-07-15T23:29:55Z,github.com/blevesearch/bleve,Go,,,
GO-2022-0213,Panic on invalid DSA public keys in crypto/dsa,"Invalid DSA public keys can cause a panic in dsa.Verify. In particular, using crypto/x509.Verify on a crafted X.509 certificate chain can lead to a panic, even if the certificates don't chain to a trusted root. The chain can be delivered via a crypto/tls connection to a client, or to a server that accepts and verifies client certificates. net/http clients can be made to crash by an HTTPS server, while net/http servers that accept client certificates will recover the panic and are unaffected.

Moreover, an application might crash invoking crypto/x509.(*CertificateRequest).CheckSignature on an X.509 certificate request, parsing a golang.org/x/crypto/openpgp Entity, or during a golang.org/x/crypto/otr conversation. Finally, a golang.org/x/crypto/ssh client can panic due to a malformed host key, while a server could panic if either PublicKeyCallback accepts a malformed public key, or if IsUserAuthority accepts a certificate with a malformed public key.",0001-01-01T00:00:00Z,2022-05-24T20:14:11Z,stdlib,Go,,,
GO-2022-1053,Incorrect signatures in github.com/supranational/blst,"Potential creation of an invalid signature from correct inputs.

Some inputs to the blst_fp_eucl_inverse function can produce incorrect outputs. This could theoretically permit the creation of an invalid signature from correct inputs.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/supranational/blst,Go,,,
GO-2023-1664,Denial of service via deflate compression bomb in github.com/crewjam/saml,Denial of service via deflate compression bomb in github.com/crewjam/saml,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/crewjam/saml,Go,,,
GO-2022-0572,Access control bypass in github.com/beego/beego and beego/v2,An issue was discovered in the route lookup process in beego which attackers to bypass access control.,0001-01-01T00:00:00Z,2022-08-22T17:56:17Z,github.com/astaxie/beego,Go,,,
GO-2022-0520,Exposure of client IP addresses in net/http,"Client IP adresses may be unintentionally exposed via X-Forwarded-For headers.

When httputil.ReverseProxy.ServeHTTP is called with a Request.Header map containing a nil value for the X-Forwarded-For header, ReverseProxy sets the client IP as the value of the X-Forwarded-For header, contrary to its documentation.

In the more usual case where a Director function sets the X-Forwarded-For header value to nil, ReverseProxy leaves the header unmodified as expected.",0001-01-01T00:00:00Z,2022-07-28T17:23:05Z,stdlib,Go,,,
GO-2021-0245,Panic in ReverseProxy in net/http/httputil,ReverseProxy can panic after encountering a problem copying a proxied response body.,0001-01-01T00:00:00Z,2022-02-17T17:32:24Z,stdlib,Go,,,
GO-2023-2119,Proof forgery due to insufficient randomness in github.com/consensys/gnark,"A a third party may derive a valid proof from a valid initial tuple {proof, public_inputs}, corresponding to the same public inputs as the initial proof. This vulnerability is due to randomness being generated using a small part of the scratch memory describing the state, allowing for degrees of freedom in the transcript. Note that the impact is limited to the PlonK verifier smart contract.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/consensys/gnark,Go,,,
GO-2023-1989,Excessive resource consumption in golang.org/x/image/tiff,"The TIFF decoder does not place a limit on the size of compressed tile data. A maliciously-crafted image can exploit this to cause a small image (both in terms of pixel width/height, and encoded size) to make the decoder decode large amounts of compressed data, consuming excessive memory and CPU.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,golang.org/x/image,Go,,,
GO-2022-0762,Cross-site scripting in github.com/microcosm-cc/bluemonday,An XSS injection was possible because the sanitization of the Cyrillic character i bypass a protection mechanism against user-inputted HTML elements such as the <script> tag.,0001-01-01T00:00:00Z,2021-05-18T21:07:37Z,github.com/microcosm-cc/bluemonday,Go,,,
GO-2021-0223,Certificate verification error on Windows in crypto/x509,"On Windows, if VerifyOptions.Roots is nil, Certificate.Verify does not check the EKU requirements specified in VerifyOptions.KeyUsages. This may allow a certificate to be used for an unintended purpose.",0001-01-01T00:00:00Z,2022-02-17T17:46:03Z,stdlib,Go,,,
GO-2022-0209,Insufficiently random values in golang.org/x/crypto/salsa20,"XORKeyStream generates incorrect and insecure output for very large inputs.

If more than 256 GiB of keystream is generated, or if the counter otherwise grows greater than 32 bits, the amd64 implementation will first generate incorrect output, and then cycle back to previously generated keystream. Repeated keystream bytes can lead to loss of confidentiality in encryption applications, or to predictability in CSPRNG applications.

The issue might affect uses of golang.org/x/crypto/nacl with extremely large messages.

Architectures other than amd64 and uses that generate less than 256 GiB of keystream for a single salsa20.XORKeyStream invocation are unaffected.",0001-01-01T00:00:00Z,2022-07-01T20:15:25Z,golang.org/x/crypto,Go,,,
GO-2022-0355,Path traversal in github.com/valyala/fasthttp,"The fasthttp.FS request handler is vulnerable to directory traversal attacks on Windows systems, and can serve files from outside the provided root directory.

URL path normalization does not handle Windows path separators (backslashes), permitting an attacker to construct requests with relative paths.",0001-01-01T00:00:00Z,2022-07-27T20:26:59Z,github.com/valyala/fasthttp,Go,,,
GO-2022-0957,Denial of service in github.com/tidwall/gjson,A maliciously crafted JSON input can cause a denial of service attack.,0001-01-01T00:00:00Z,2022-08-25T06:28:20Z,github.com/tidwall/gjson,Go,,,
GO-2020-0014,"Infinite loop due to improper handling of ""select"" tags in golang.org/x/net/html","html.Parse does not properly handle ""select"" tags, which can lead to an infinite loop. If parsing user supplied input, this may be used as a denial of service vector.",0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,golang.org/x/net,Go,,,
GO-2022-0274,Namespace restriction bypass in github.com/opencontainers/runc,An attacker with partial control over the bind mount sources of a new container can bypass namespace restrictions.,0001-01-01T00:00:00Z,2022-07-15T23:08:20Z,github.com/opencontainers/runc,Go,,,
GO-2021-0106,Path traversal in github.com/whyrusleeping/tar-utils,"Due to improper path sanitization, archives containing relative file paths can cause files to be written (or overwritten) outside of the target directory.",0001-01-01T00:00:00Z,2021-07-28T18:08:05Z,github.com/whyrusleeping/tar-utils,Go,,,
GO-2022-0574,Denial of service in github.com/open-policy-agent/opa,An issue in the AST parser of Open Policy Agent makes it possible for attackers to cause a Denial of Service attack from a crafted input.,0001-01-01T00:00:00Z,2022-07-01T00:01:03Z,github.com/open-policy-agent/opa,Go,,,
GO-2023-2044,Panic when processing post-handshake message on QUIC connections in crypto/tls,Processing an incomplete post-handshake message for a QUIC connection can cause a panic.,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,stdlib,Go,,,
GO-2020-0008,Insecure generation of random numbers in github.com/miekg/dns,DNS message transaction IDs are generated using math/rand which makes them relatively predictable. This reduces the complexity of response spoofing attacks against DNS clients.,0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,github.com/miekg/dns,Go,,,
GO-2022-1045,Improper validation of signature hash algorithms in github.com/sylabs/sif/v2,The Singularity Image Format (SIF) reference implementation does not verify that the hash algorithm(s) used are cryptographically secure when verifying digital signatures.,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/sylabs/sif/v2,Go,,,
GO-2022-1130,Authentication bypass in github.com/prometheus/exporter-toolkit,"If an attacker has access to a Prometheus web.yml file and users' bcrypted passwords, it would be possible to bypass security via the built-in authentication cache.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/prometheus/exporter-toolkit,Go,,,
GO-2023-1717,Improper handling of keyspaces in vitess.io/vitess,Users can create a keyspace containing `/`. Future attempts to view keyspaces from some tools (including VTAdmin and `vtctldclient GetKeyspaces`) receive an error.,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,vitess.io/vitess,Go,,,
GO-2023-1574,Privilege escalation via supplementary groups in github.com/containerd/containerd,"Supplementary groups are not set up properly inside a container. If an attacker has direct access to a container and manipulates their supplementary group access, they may be able to use supplementary group access to bypass primary group restrictions in some cases and potentially escalate privileges in the container. Uses of the containerd client library may also have improperly setup supplementary groups.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/containerd/containerd,Go,,,
GO-2022-0524,Stack exhaustion when reading certain archives in compress/gzip,Calling Reader.Read on an archive containing a large number of concatenated 0-length compressed files can cause a panic due to stack exhaustion.,0001-01-01T00:00:00Z,2022-07-20T20:52:11Z,stdlib,Go,,,
GO-2021-0103,Denial of service in github.com/holiman/uint256,"Due to improper bounds checking, certain mathematical operations can cause a panic via an out of bounds read. If this package is used to process untrusted user inputs, this may be used as a vector for a denial of service attack.",0001-01-01T00:00:00Z,2021-07-28T18:08:05Z,github.com/holiman/uint256,Go,,,
GO-2022-0177,"Remote command execution via ""go get"" in cmd/go","The ""go get"" command allows remote command execution.

Using custom domains, it is possible to arrange things so that example.com/pkg1 points to a Subversion repository but example.com/pkg1/pkg2 points to a Git repository. If the Subversion repository includes a Git checkout in its pkg2 directory and some other work is done to ensure the proper ordering of operations, ""go get"" can be tricked into reusing this Git checkout for the fetch of code from pkg2. If the Subversion repository's Git checkout has malicious commands in .git/hooks/, they will execute on the system running ""go get"".",0001-01-01T00:00:00Z,2022-08-09T17:31:35Z,toolchain,Go,,,
GO-2020-0041,Path Traversal in github.com/unknwon/cae,"Due to improper path sanitization, archives containing relative file paths can cause files to be written (or overwritten) outside of the target directory.",0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,github.com/unknwon/cae,Go,,,
GO-2023-2046,Unbounded memory consumption in github.com/ethereum/go-ethereum,Unbounded memory consumption in github.com/ethereum/go-ethereum,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/ethereum/go-ethereum,Go,,,
GO-2022-0246,Insufficient validation in github.com/cloudflare/cfrpki,"The ROAEntry.Validate function fails to perform bounds checks on the MaxLength field, allowing invalid values to pass validation.",0001-01-01T00:00:00Z,2022-07-15T23:06:38Z,github.com/cloudflare/cfrpki,Go,,,
GO-2021-0065,Unauthorized credential disclosure in k8s.io/kubernetes and k8s.io/client-go,Authorization tokens may be inappropriately logged if the verbosity level is set to a debug level.,0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,k8s.io/client-go,Go,,,
GO-2023-2077,Authentication bypass in github.com/sagernet/sing,Authentication bypass in github.com/sagernet/sing,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/sagernet/sing,Go,,,
GO-2020-0020,Improper access control in github.com/gorilla/handlers,"Usage of the CORS handler may apply improper CORS headers, allowing the requester to explicitly control the value of the Access-Control-Allow-Origin header, which bypasses the expected behavior of the Same Origin Policy.",0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,github.com/gorilla/handlers,Go,,,
GO-2021-0094,Directory traversal in github.com/hashicorp/go-slug,Protections against directory traversal during archive extraction can be bypassed by chaining multiple symbolic links within the archive. This allows a malicious attacker to cause files to be created outside of the target directory. Additionally if the attacker is able to read extracted files they may create symbolic links to arbitrary files on the system which the unpacker has permissions to read.,0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,github.com/hashicorp/go-slug,Go,,,
GO-2023-1494,SQL injection in github.com/elgs/gosqljson,There is a potential for SQL injection through manipulation of the sqlStatement argument.,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/elgs/gosqljson,Go,,,
GO-2022-0294,Improper input validation in github.com/google/go-attestation,"A local attacker can defeat remotely-attested measured boot.

Improper input validation in AKPublic.Verify can cause it to succeed when provided with a maliciously-formed Quote over no/some PCRs. Subsequent use of the same set of PCR values in Eventlog.Verify lacks the authentication performed by quote verification, meaning a local attacker can couple this vulnerability with a maliciously-formed TCG log in Eventlog.Verify to spoof events in the TCG log, defeating remotely-attested measured-boot.",0001-01-01T00:00:00Z,2022-07-15T23:27:21Z,github.com/google/go-attestation,Go,,,
GO-2023-1914,Brute-force of token secrets in github.com/superfly/tokenizer,Brute-force of token secrets in github.com/superfly/tokenizer,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/superfly/tokenizer,Go,,,
GO-2021-0109,Improper handling of token revocation in github.com/ory/fosite,"Due to improper error handling, an error with the underlying token storage may cause a user to believe a token has been successfully revoked when it is in fact still valid. An attackers ability to exploit this relies on an ability to trigger errors in the underlying storage.",0001-01-01T00:00:00Z,2021-07-28T18:08:05Z,github.com/ory/fosite,Go,,,
GO-2021-0112,Improper input validation in go.mongodb.org/mongo-driver,"Due to improper input sanitization when marshalling Go objects into BSON, a maliciously constructed Go structure could allow an attacker to inject additional fields into a MongoDB document. Users are affected if they use this package to handle untrusted user input.",0001-01-01T00:00:00Z,2021-07-28T18:08:05Z,go.mongodb.org/mongo-driver,Go,,,
GO-2022-0706,Information disclosure in go.elastic.co/apm,Sensitive HTTP headers may not be properly sanitized before being sent to the APM server if the program panics.,0001-01-01T00:00:00Z,2021-05-18T18:34:18Z,go.elastic.co/apm,Go,,,
GO-2021-0051,Directory traversal on Windows in github.com/labstack/echo/v4,"Due to improper sanitization of user input on Windows, the static file handler allows for directory traversal, allowing an attacker to read files outside of the target directory that the server has permission to read.",0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,github.com/labstack/echo/v4,Go,,,
GO-2020-0001,Arbitrary log line injection in github.com/gin-gonic/gin,"The default Formatter for the Logger middleware (LoggerConfig.Formatter), which is included in the Default engine, allows attackers to inject arbitrary log entries by manipulating the request path.",0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,github.com/gin-gonic/gin,Go,,,
GO-2022-0422,Panic when decoding invalid blocks in github.com/ipld/go-codec-dagpb,The dag-pb codec can panic when decoding invalid blocks.,0001-01-01T00:00:00Z,2022-07-01T20:08:04Z,github.com/ipld/go-codec-dagpb,Go,,,
GO-2020-0048,Denial of service in github.com/antchfx/xmlquery,"LoadURL does not check the Content-Type of loaded resources, which can cause a panic due to nil pointer deference if the loaded resource is not XML. If user supplied URLs are loaded, this may be used as a denial of service vector.",0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,github.com/antchfx/xmlquery,Go,,,
GO-2020-0039,Open redirect in gopkg.in/macaron.v1,"Due to improper request sanitization, a specifically crafted URL can cause the static file handler to redirect to an attacker chosen URL, allowing for open redirect attacks.",0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,gopkg.in/macaron.v1,Go,,,
GO-2023-2048,Paths outside of the rootfs could be produced on Windows,Certain rootfs and path combinations result in generated paths that are outside of the provided rootfs on Windows.,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/cyphar/filepath-securejoin,Go,,,
GO-2023-1569,Excessive resource consumption in mime/multipart,"A denial of service is possible from excessive resource consumption in net/http and mime/multipart.

Multipart form parsing with mime/multipart.Reader.ReadForm can consume largely unlimited amounts of memory and disk files. This also affects form parsing in the net/http package with the Request methods FormFile, FormValue, ParseMultipartForm, and PostFormValue.

ReadForm takes a maxMemory parameter, and is documented as storing ""up to maxMemory bytes +10MB (reserved for non-file parts) in memory"". File parts which cannot be stored in memory are stored on disk in temporary files. The unconfigurable 10MB reserved for non-file parts is excessively large and can potentially open a denial of service vector on its own. However, ReadForm did not properly account for all memory consumed by a parsed form, such as map entry overhead, part names, and MIME headers, permitting a maliciously crafted form to consume well over 10MB. In addition, ReadForm contained no limit on the number of disk files created, permitting a relatively small request body to create a large number of disk temporary files.

With fix, ReadForm now properly accounts for various forms of memory overhead, and should now stay within its documented limit of 10MB + maxMemory bytes of memory consumption. Users should still be aware that this limit is high and may still be hazardous.

In addition, ReadForm now creates at most one on-disk temporary file, combining multiple form parts into a single temporary file. The mime/multipart.File interface type's documentation states, ""If stored on disk, the File's underlying concrete type will be an *os.File."". This is no longer the case when a form contains more than one file part, due to this coalescing of parts into a single file. The previous behavior of using distinct files for each form part may be reenabled with the environment variable GODEBUG=multipartfiles=distinct.

Users should be aware that multipart.ReadForm and the http.Request methods that call it do not limit the amount of disk consumed by temporary files. Callers can limit the size of form data with http.MaxBytesReader.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,stdlib,Go,,,
GO-2022-0414,Command injection in github.com/Masterminds/vcs,"Passing untrusted inputs to VCS functions can permit an attacker to execute arbitrary commands.

The vcs package executes version control commands with user-provided arguments. These arguments can be interpreted as command-line flags, which can be used to perform command injection.",0001-01-01T00:00:00Z,2022-07-01T20:08:17Z,github.com/Masterminds/vcs,Go,,,
GO-2020-0009,Integer overflow in github.com/square/go-jose,"On 32-bit platforms an attacker can manipulate a ciphertext encrypted with AES-CBC with HMAC such that they can control how large the input buffer is when computing the HMAC authentication tag. This can can allow a manipulated ciphertext to be verified as authentic, opening the door for padding oracle attacks.",0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,github.com/square/go-jose,Go,,,
GO-2021-0178,Cleartext transmission of credentials in net/smtp,"SMTP clients using net/smtp can use the PLAIN authentication scheme on network connections not secured with TLS, exposing passwords to man-in-the-middle SMTP servers.",0001-01-01T00:00:00Z,2022-01-07T20:35:00Z,stdlib,Go,,,
GO-2022-0251,Panic on NUL character in ROA in github.com/cloudflare/cfrpki,OctoRPKI crashes when a repository returns an invalid ROA that is only an encoded NUL character (\0).,0001-01-01T00:00:00Z,2022-07-15T23:07:28Z,github.com/cloudflare/cfrpki,Go,,,
GO-2021-0319,Incorrect computation for some invalid field elements in crypto/elliptic,Some big.Int values that are not valid field elements (negative or overflowing) might cause Curve.IsOnCurve to incorrectly return true. Operating on those values may cause a panic or an invalid curve operation. Note that Unmarshal will never return such values.,0001-01-01T00:00:00Z,2022-05-23T22:15:21Z,stdlib,Go,,,
GO-2023-1515,Denial of service when processing Git credentials in github.com/rancher/wrangler,"A denial of service (DoS) vulnerability exists in the Wrangler Git package. Specially crafted Git credentials can result in a denial of service (DoS) attack on an application that uses Wrangler due to the exhaustion of the available memory and CPU resources.

This is caused by a lack of input validation of Git credentials before they are used, which may lead to a denial of service in some cases. This issue can be triggered when accessing both private and public Git repositories.

A workaround is to sanitize input passed to the Git package to remove potential unsafe and ambiguous characters. Otherwise, the best course of action is to update to a patched Wrangler version.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/rancher/wrangler,Go,,,
GO-2022-0586,Resource exhaustion in github.com/hashicorp/go-getter and related modules,"Malicious HTTP responses can cause a number of misbehaviors, including overwriting local files, resource exhaustion, and panics.

* Protocol switching, endless redirect, and configuration bypass are possible through abuse of custom HTTP response header processing.

* Arbitrary host access is possible through go-getter path traversal, symlink processing, and command injection flaws.

* Asymmetric resource exhaustion can occur when go-getter processes malicious HTTP responses.

* A panic can be triggered when go-getter processed password-protected ZIP files.",0001-01-01T00:00:00Z,2022-05-26T00:01:27Z,github.com/hashicorp/go-getter,Go,,,
GO-2023-2096,Signature malleability in github.com/consensys/gnark-crypto,Signature malleability in github.com/consensys/gnark-crypto,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/consensys/gnark-crypto,Go,,,
GO-2023-1839,Code injection via go command with cgo in cmd/go,"The go command may generate unexpected code at build time when using cgo. This may result in unexpected behavior when running a go program which uses cgo.

This may occur when running an untrusted module which contains directories with newline characters in their names. Modules which are retrieved using the go command, i.e. via ""go get"", are not affected (modules retrieved using GOPATH-mode, i.e. GO111MODULE=off, may be affected).",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,toolchain,Go,,,
GO-2022-0322,Uncontrolled resource consumption in github.com/prometheus/client_golang,"The Prometheus client_golang HTTP server is vulnerable to a denial of service attack when handling requests with non-standard HTTP methods.

In order to be affected, an instrumented software must use any of the promhttp.InstrumentHandler* middleware except `RequestsInFlight`; not filter any specific methods (e.g GET) before middleware; pass a metric with a ""method"" label name to a middleware; and not have any firewall/LB/proxy that filters away requests with unknown ""method"".",0001-01-01T00:00:00Z,2022-07-15T23:29:02Z,github.com/prometheus/client_golang,Go,,,
GO-2020-0027,Privilege escalation in github.com/google/fscrypt,"After dropping and then elevating process privileges euid, guid, and groups are not properly restored to their original values, allowing an unprivileged user to gain membership in the root group.",0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,github.com/google/fscrypt,Go,,,
GO-2021-0101,Panic due to out-of-bounds read in github.com/apache/thrift,"Due to an improper bounds check, parsing maliciously crafted messages can cause panics. If this package is used to parse untrusted input, this may be used as a vector for a denial of service attack.",0001-01-01T00:00:00Z,2021-07-28T18:08:05Z,github.com/apache/thrift,Go,,,
GO-2022-0236,Panic due to large headers in net/http and golang.org/x/net/http/httpguts,"A malicious HTTP server or client can cause the net/http client or server to panic.

ReadRequest and ReadResponse can hit an unrecoverable panic when reading a very large header (over 7MB on 64-bit architectures, or over 4MB on 32-bit ones). Transport and Client are vulnerable and the program can be made to crash by a malicious server. Server is not vulnerable by default, but can be if the default max header of 1MB is overridden by setting Server.MaxHeaderBytes to a higher value, in which case the program can be made to crash by a malicious client.

This also affects golang.org/x/net/http2/h2c and HeaderValuesContainsToken in golang.org/x/net/http/httpguts.",0001-01-01T00:00:00Z,2022-07-15T23:04:18Z,stdlib,Go,,,
GO-2023-1881,The x/crisis package does not charge ConstantFee in github.com/cosmos/cosmos-sdk,"If a transaction is sent to the `x/crisis` module to check an invariant, the ConstantFee parameter of the chain is not charged.

No patch will be released, as the package is planned to be deprecated and replaced.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/cosmos/cosmos-sdk,Go,,,
GO-2020-0006,Denial of service in github.com/miekg/dns,"An attacker may prevent TCP connections to a Server by opening a connection and leaving it idle, until the connection is closed by the server no other connections will be accepted.",0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,github.com/miekg/dns,Go,,,
GO-2021-0070,Privilege escalation in github.com/opencontainers/runc,"GetExecUser in the github.com/opencontainers/runc/libcontainer/user package will improperly interpret numeric UIDs as usernames. If the method is used without verifying that usernames are formatted as expected, it may allow a user to gain unexpected privileges.",0001-01-01T00:00:00Z,2021-04-14T20:04:52Z,github.com/opencontainers/runc,Go,,,
GO-2022-0193,Improper input validation in golang.org/x/net/html,"The Parse function can panic on some invalid inputs.

For example, the Parse function panics on the input ""<template><tBody><isindex/action=0>"".",0001-01-01T00:00:00Z,2022-07-06T18:14:54Z,golang.org/x/net,Go,,,
GO-2023-2074,Parser out-of-bounds read vulnerability caused by a malformed markdown input,Parser out-of-bounds read vulnerability caused by a malformed markdown input,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/gomarkdown/markdown,Go,,,
GO-2021-0237,Open redirect in github.com/AndrewBurian/powermux,Attackers may be able to craft phishing links and other open redirects by exploiting PowerMux's trailing slash redirection feature. This may lead to users being redirected to untrusted sites after following an attacker crafted link.,0001-01-01T00:00:00Z,2022-01-11T17:18:11Z,github.com/AndrewBurian/powermux,Go,,,
GO-2022-0978,Protection bypass in github.com/open-policy-agent/opa,"Open Policy Agent (OPA) is an open source, general-purpose policy engine. The Rego compiler provides a (deprecated) `WithUnsafeBuiltins` function, which allows users to provide a set of built-in functions that should be deemed unsafe and rejected by the compiler if encountered in the policy compilation stage.

A bypass of this protection is possible when using the `with` keyword to mock a built-in function that isn't taken into account by `WithUnsafeBuiltins`.",0001-01-01T00:00:00Z,2022-09-13T17:40:16Z,github.com/open-policy-agent/opa,Go,,,
GO-2023-1713,Path traversal in github.com/sjqzhang/go-fastdfs,An attacker can craft a remote request to upload a file to `/group1/upload` that uses path traversal to instead write the file contents to an attacker controlled path on the server.,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/sjqzhang/go-fastdfs,Go,,,
GO-2023-1904,Collision of hash values in github.com/bnb-chain/tss-lib,Collision of hash values in github.com/bnb-chain/tss-lib.,0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/bnb-chain/tss-lib,Go,,,
GO-2022-0569,Path traversal in github.com/beego/beego and beego/v2,The leafInfo.match() function uses path.join() to deal with wildcard values which can lead to cross directory risk.,0001-01-01T00:00:00Z,2022-08-23T13:24:17Z,github.com/astaxie/beego,Go,,,
GO-2022-1071,Denial of service in flux controllers in github.com/fluxcd modules,"Flux controllers are vulnerable to a denial of service attack.

Users that have permissions to change Flux's objects, either through a Flux source or directly within a cluster, can provide invalid data to fields `.spec.interval` or `.spec.timeout` (and structured variations of these fields), causing the entire object type to stop being processed.

The issue has two root causes: a) the Kubernetes type `metav1.Duration` is not fully compatible with the Go type `time.Duration` as explained in https://github.com/kubernetes/apimachinery/issues/131, and b) a lack of validation within Flux to restrict allowed values.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/fluxcd/helm-controller/api,Go,,,
GO-2021-0159,Request smuggling due to improper header parsing in net/http,"HTTP headers were not properly parsed, which allows remote attackers to conduct HTTP request smuggling attacks via a request that contains Content-Length and Transfer-Encoding header fields.",0001-01-01T00:00:00Z,2022-01-05T21:39:14Z,stdlib,Go,,,
GO-2022-0273,Panic due to crafted inputs in archive/zip,"The NewReader and OpenReader functions in archive/zip can cause a panic or an unrecoverable fatal error when reading an archive that claims to contain a large number of files, regardless of its actual size. This is caused by an incomplete fix for CVE-2021-33196.",0001-01-01T00:00:00Z,2022-05-18T18:23:31Z,stdlib,Go,,,
GO-2022-1095,Unsanitized NUL in environment variables on Windows in syscall and os/exec,"Due to unsanitized NUL values, attackers may be able to maliciously set environment variables on Windows.

In syscall.StartProcess and os/exec.Cmd, invalid environment variable values containing NUL values are not properly checked for. A malicious environment variable value can exploit this behavior to set a value for a different environment variable. For example, the environment variable string ""A=B\x00C=D"" sets the variables ""A=B"" and ""C=D"".",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,stdlib,Go,,,
GO-2023-1826,Signature validation bypass in github.com/moov-io/signedxml,"Signature validation canonicalizes the input XML document before validating the signature. Parsing the uncanonicalized and canonicalized forms can produce different results. An attacker can exploit this variation to bypass signature validation.

Users of signature validation must only parse the canonicalized form of the validated document. The Validator.Validate function does not return the canonical form, and cannot be used safely. Users should only use the Validator.ValidateReferences function and only parse the canonical form which it returns.

The Validator.Validate function was removed in github.com/moov-io/signedxml v1.1.0.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/moov-io/signedxml,Go,,,
GO-2023-2133,Authorization bypass in github.com/nats-io/nats-server/v2,"Without any authorization rules in the nats-server, users can connect without authentication.

Before nats-server 2.2.0, all authentication and authorization rules for a nats-server lived in an ""authorization"" block, defining users. With nats-server 2.2.0 all users live inside accounts. When using the authorization block, whose syntax predates this, those users will be placed into the implicit global account, ""$G"". Users inside accounts go into the newer ""accounts"" block.

If an ""accounts"" block is defined, in simple deployment scenarios this is often used only to enable client access to the system account. When the only account added is the system account ""$SYS"", the nats-server would create an implicit user in ""$G"" and set it as the `no_auth_user` account, enabling the same ""without authentication"" logic as without any rules.

This preserved the ability to connect simply, and then add one authenticated login for system access.

But with an ""authorization"" block, this is wrong. Users exist in the global account, with login rules. And in simple testing, they might still connect fine without administrators seeing that authentication has been disabled.

In the fixed versions, using an ""authorization"" block will inhibit the implicit creation of a ""$G"" user and setting it as the `no_auth_user` target. In unfixed versions, just creating a second account, with no users, will also inhibit this behavior.",0001-01-01T00:00:00Z,0001-01-01T00:00:00Z,github.com/nats-io/nats-server/v2,Go,,,
